msa,msa_name,fipstate,fipscty,county_name,latitude,longitude
19700,"Deming, NM Micro Area",35,29,"Luna County, New Mexico",32.1345966,-107.7682754
19740,"Denver-Aurora-Centennial, CO Metro Area",8,1,"Adams County, Colorado",39.8714085,-104.2701374
19760,"DeRidder, LA Micro Area",22,11,"Beauregard Parish, Louisiana",30.6144496,-93.3416829
19780,"Des Moines-West Des Moines, IA Metro Area",19,49,"Dallas County, Iowa",41.6744179,-94.0394437
19810,"Detroit Lakes, MN Micro Area",27,5,"Becker County, Minnesota",46.9298236,-95.6761851
19820,"Detroit-Warren-Dearborn, MI Metro Area",26,87,"Lapeer County, Michigan",43.0904764,-83.2333705
19860,"Dickinson, ND Micro Area",38,7,"Billings County, North Dakota",47.0456305,-103.3943708
19940,"Dixon, IL Micro Area",17,103,"Lee County, Illinois",41.74731105,-89.28602959086061
19980,"Dodge City, KS Micro Area",20,57,"Ford County, Kansas",37.7072469,-99.8943146
20020,"Dothan, AL Metro Area",1,61,"Geneva County, Alabama",31.0862933,-85.803014
20060,"Douglas, GA Micro Area",13,3,"Atkinson County, Georgia",31.3030105,-82.8839362
20100,"Dover, DE Metro Area",10,1,"Kent County, Delaware",39.1156594,-75.484116
20140,"Dublin, GA Micro Area",13,167,"Johnson County, Georgia",32.6938608,-82.6374871
20180,"DuBois, PA Micro Area",42,33,"Clearfield County, Pennsylvania",40.9908706,-78.4457422
20220,"Dubuque, IA Metro Area",19,61,"Dubuque County, Iowa",42.4692988,-90.8742047
20260,"Duluth, MN-WI Metro Area",27,17,"Carlton County, Minnesota",46.5799933,-92.7206334
20300,"Dumas, TX Micro Area",48,341,"Moore County, Texas",35.8156121,-101.9104355
20340,"Duncan, OK Micro Area",40,137,"Stephens County, Oklahoma",34.4858287,-97.8636045
20420,"Durango, CO Micro Area",8,67,"La Plata County, Colorado",37.2889732,-107.8539029
20460,"Durant, OK Micro Area",40,13,"Bryan County, Oklahoma",33.95386,-96.3154827
20500,"Durham-Chapel Hill, NC Metro Area",37,37,"Chatham County, North Carolina",35.7151316,-79.2533035
20540,"Dyersburg, TN Micro Area",47,45,"Dyer County, Tennessee",36.0543272,-89.4208221
20580,"Eagle Pass, TX Metro Area",48,323,"Maverick County, Texas",28.792861,-100.3110817
20660,"Easton, MD Micro Area",24,41,"Talbot County, Maryland",38.7542065,-76.1919824
20700,"East Stroudsburg, PA Micro Area",42,89,"Monroe County, Pennsylvania",41.0400423,-75.3249475
20740,"Eau Claire, WI Metro Area",55,17,"Chippewa County, Wisconsin",45.0740585,-91.2947258
20780,"Edwards, CO Micro Area",8,37,"Eagle County, Colorado",39.6161124,-106.7172844
20820,"Effingham, IL Micro Area",17,35,"Cumberland County, Illinois",39.2744299,-88.2423795
20900,"El Campo, TX Micro Area",48,481,"Wharton County, Texas",29.2454534,-96.2291474
20940,"El Centro, CA Metro Area",6,25,"Imperial County, California",33.0305487,-115.3595666
20980,"El Dorado, AR Micro Area",5,139,"Union County, Arkansas",33.1637366,-92.6171029
21020,"Elizabeth City, NC Micro Area",37,139,"Pasquotank County, North Carolina",36.2280793,-76.2149621
21060,"Elizabethtown, KY Metro Area",21,93,"Hardin County, Kentucky",37.6645815,-85.9634901
21120,"Elk City, OK Micro Area",40,9,"Beckham County, Oklahoma",35.2496723,-99.6946079
21140,"Elkhart-Goshen, IN Metro Area",18,39,"Elkhart County, Indiana",41.6012796,-85.8590603
21180,"Elkins, WV Micro Area",54,83,"Randolph County, West Virginia",38.8085998,-79.872531
21220,"Elko, NV Micro Area",32,7,"Elko County, Nevada",41.1958128,-115.3272864
21260,"Ellensburg, WA Micro Area",53,37,"Kittitas County, Washington",47.1057471,-120.5849305
21300,"Elmira, NY Metro Area",36,15,"Chemung County, New York",42.1384667,-76.7725493
21340,"El Paso, TX Metro Area",48,141,"El Paso County, Texas",31.8072184,-106.2230394
21380,"Emporia, KS Micro Area",20,17,"Chase County, Kansas",38.2928083,-96.6152916
21420,"Enid, OK Metro Area",40,47,"Garfield County, Oklahoma",36.3735486,-97.7845975
21460,"Enterprise, AL Micro Area",1,31,"Coffee County, Alabama",31.3629619,-85.9870669
21500,"Erie, PA Metro Area",42,49,"Erie County, Pennsylvania",42.18230345,-80.14107739801153
21540,"Escanaba, MI Micro Area",26,41,"Delta County, Michigan",46.0236602,-86.8950252
21580,"Espanola, NM Micro Area",35,39,"Rio Arriba County, New Mexico",36.5488273,-106.8155233
21640,"Eufaula, AL-GA Micro Area",1,5,"Barbour County, Alabama",31.8589311,-85.4032078
21660,"Eugene-Springfield, OR Metro Area",41,39,"Lane County, Oregon",43.9314567,-122.8575849
21700,"Eureka-Arcata, CA Micro Area",6,23,"Humboldt County, California",40.5997415,-123.8997734
21740,"Evanston, WY-UT Micro Area",49,33,"Rich County, Utah",41.661286,-111.2123631
21780,"Evansville, IN Metro Area",18,129,"Posey County, Indiana",38.0145359,-87.8543645
21820,"Fairbanks-College, AK Metro Area",2,90,"Fairbanks North Star Borough, Alaska",64.8649039,-146.7751619
21860,"Fairmont, MN Micro Area",27,91,"Martin County, Minnesota",43.6564337,-94.5498419
21900,"Fairmont, WV Micro Area",54,49,"Marion County, West Virginia",39.5128606,-80.2258567
21980,"Fallon, NV Micro Area",32,1,"Churchill County, Nevada",39.6136309,-118.4191948
22020,"Fargo, ND-MN Metro Area",27,27,"Clay County, Minnesota",46.8994904,-96.5088202
22060,"Faribault-Northfield, MN Micro Area",27,131,"Rice County, Minnesota",44.3413376,-93.2865484
22100,"Farmington, MO Micro Area",29,187,"St. Francois County, Missouri",37.7763775,-90.5089041
22140,"Farmington, NM Metro Area",35,45,"San Juan County, New Mexico",36.4755752,-108.3046555
22180,"Fayetteville, NC Metro Area",37,51,"Cumberland County, North Carolina",35.0461723,-78.8394255
22190,"Fayetteville, TN Micro Area",47,103,"Lincoln County, Tennessee",35.1711024,-86.5783704
22220,"Fayetteville-Springdale-Rogers, AR Metro Area",5,7,"Benton County, Arkansas",36.3456186,-94.2670404
22260,"Fergus Falls, MN Micro Area",27,111,"Otter Tail County, Minnesota",46.4184196,-95.713142
22300,"Findlay, OH Micro Area",39,63,"Hancock County, Ohio",40.9939911,-83.6587588
22340,"Fitzgerald, GA Micro Area",13,17,"Ben Hill County, Georgia",31.7462726,-83.2355879
22380,"Flagstaff, AZ Metro Area",4,5,"Coconino County, Arizona",35.9363252,-111.6948197
22420,"Flint, MI Metro Area",26,49,"Genesee County, Michigan",43.0220032,-83.7274305
22500,"Florence, SC Metro Area",45,31,"Darlington County, South Carolina",34.3609331,-79.9438572
22520,"Florence-Muscle Shoals, AL Metro Area",1,33,"Colbert County, Alabama",34.6473396,-87.7921769
22540,"Fond du Lac, WI Metro Area",55,39,"Fond du Lac County, Wisconsin",43.7533414,-88.4493796
22580,"Forest City, NC Micro Area",37,161,"Rutherford County, North Carolina",35.3994626,-81.9023191
22620,"Forrest City, AR Micro Area",5,123,"St. Francis County, Arkansas",35.0153956,-90.7263194
22660,"Fort Collins-Loveland, CO Metro Area",8,69,"Larimer County, Colorado",40.6810174,-105.4726907
22700,"Fort Dodge, IA Micro Area",19,187,"Webster County, Iowa",42.4326072,-94.184316
22780,"Fort Leonard Wood, MO Micro Area",29,169,"Pulaski County, Missouri",37.8402606,-92.2248398
22800,"Fort Madison, IA Micro Area",19,111,"Lee County, Iowa",40.6524894,-91.507313
22820,"Fort Morgan, CO Micro Area",8,87,"Morgan County, Colorado",40.2407621,-103.8225695
22840,"Fort Payne, AL Micro Area",1,49,"DeKalb County, Alabama",34.4524349,-85.7662118
22900,"Fort Smith, AR-OK Metro Area",5,33,"Crawford County, Arkansas",35.5803044,-94.2684622
23060,"Fort Wayne, IN Metro Area",18,3,"Allen County, Indiana",41.0975573,-85.0562084
23140,"Frankfort, IN Micro Area",18,23,"Clinton County, Indiana",40.2992769,-86.4692735
23180,"Frankfort, KY Micro Area",21,5,"Anderson County, Kentucky",38.0096811,-84.9880147
23190,"Franklin, KY Micro Area",21,213,"Simpson County, Kentucky",36.73518,-86.5780102
23240,"Fredericksburg, TX Micro Area",48,171,"Gillespie County, Texas",30.2954086,-98.9086643
23300,"Freeport, IL Micro Area",17,177,"Stephenson County, Illinois",42.3503474,-89.6735637
23340,"Fremont, NE Micro Area",31,53,"Dodge County, Nebraska",41.58577,-96.6789773
23380,"Fremont, OH Micro Area",39,143,"Sandusky County, Ohio",41.2951563,-83.1555438
23420,"Fresno, CA Metro Area",6,19,"Fresno County, California",36.6713502,-119.8155355
23460,"Gadsden, AL Metro Area",1,55,"Etowah County, Alabama",34.0371404,-86.022147
23500,"Gaffney, SC Micro Area",45,21,"Cherokee County, South Carolina",35.0372626,-81.6480755
23540,"Gainesville, FL Metro Area",12,1,"Alachua County, Florida",29.675568,-82.3640109
23580,"Gainesville, GA Metro Area",13,139,"Hall County, Georgia",34.2905901,-83.8194028
23620,"Gainesville, TX Micro Area",48,97,"Cooke County, Texas",33.582486,-97.2055298
23660,"Galesburg, IL Micro Area",17,95,"Knox County, Illinois",40.920889,-90.2202325
23680,"Gallipolis, OH Micro Area",39,53,"Gallia County, Ohio",38.7952465,-82.3556216
23700,"Gallup, NM Micro Area",35,31,"McKinley County, New Mexico",35.6438394,-108.1515609
23780,"Garden City, KS Micro Area",20,55,"Finney County, Kansas",38.0452481,-100.8199963
23820,"Gardnerville Ranchos, NV-CA Micro Area",6,3,"Alpine County, California",38.5893934,-119.8345013
23900,"Gettysburg, PA Metro Area",42,1,"Adams County, Pennsylvania",39.8708972,-77.2395963
23940,"Gillette, WY Micro Area",56,5,"Campbell County, Wyoming",44.1908398,-105.5775352
23980,"Glasgow, KY Micro Area",21,9,"Barren County, Kentucky",36.9584649,-85.925817
24020,"Glens Falls, NY Metro Area",36,113,"Warren County, New York",43.5018687,-73.8164637
24100,"Gloversville, NY Micro Area",36,35,"Fulton County, New York",43.1061507,-74.4461771
24140,"Goldsboro, NC Metro Area",37,191,"Wayne County, North Carolina",35.3546293,-78.0149444
24180,"Granbury, TX Micro Area",48,221,"Hood County, Texas",32.4107555,-97.828282
24220,"Grand Forks, ND-MN Metro Area",27,119,"Polk County, Minnesota",47.6554613,-96.4193484
24260,"Grand Island, NE Metro Area",31,79,"Hall County, Nebraska",40.8627335,-98.5122907
24300,"Grand Junction, CO Metro Area",8,77,"Mesa County, Colorado",39.05689950336452,-108.4861294669741
24330,"Grand Rapids, MN Micro Area",27,61,"Itasca County, Minnesota",47.4968343,-93.6225663
24340,"Grand Rapids-Wyoming-Kentwood, MI Metro Area",26,15,"Barry County, Michigan",42.5910739,-85.3242417
24420,"Grants Pass, OR Metro Area",41,33,"Josephine County, Oregon",42.3554368,-123.5602707
24460,"Great Bend, KS Micro Area",20,9,"Barton County, Kansas",38.4683432,-98.776234
24500,"Great Falls, MT Metro Area",30,13,"Cascade County, Montana",47.3271465,-111.3281242
24540,"Greeley, CO Metro Area",8,123,"Weld County, Colorado",40.5632344,-104.4835287
24580,"Green Bay, WI Metro Area",55,9,"Brown County, Wisconsin",44.4383498,-88.0167093
24600,"Greencastle, IN Micro Area",18,133,"Putnam County, Indiana",39.6666195,-86.8374032
24620,"Greeneville, TN Micro Area",47,59,"Greene County, Tennessee",36.1698443,-82.8766356
24640,"Greenfield, MA Micro Area",25,11,"Franklin County, Massachusetts",42.5896205,-72.6110645
24660,"Greensboro-High Point, NC Metro Area",37,81,"Guilford County, North Carolina",36.0875688,-79.7888515
24700,"Greensburg, IN Micro Area",18,31,"Decatur County, Indiana",39.2862128,-85.4943058
24740,"Greenville, MS Micro Area",28,151,"Washington County, Mississippi",33.2626706,-90.9183546
24780,"Greenville, NC Metro Area",37,147,"Pitt County, North Carolina",35.611481,-77.3707461
24820,"Greenville, OH Micro Area",39,37,"Darke County, Ohio",40.168765,-84.631372
24860,"Greenville-Anderson-Greer, SC Metro Area",45,7,"Anderson County, South Carolina",34.5258335,-82.652962
24900,"Greenwood, MS Micro Area",28,15,"Carroll County, Mississippi",33.4230182,-89.9110025
24940,"Greenwood, SC Micro Area",45,1,"Abbeville County, South Carolina",34.2264946,-82.4364036
24980,"Grenada, MS Micro Area",28,43,"Grenada County, Mississippi",33.772401,-89.7674875
25060,"Gulfport-Biloxi, MS Metro Area",28,45,"Hancock County, Mississippi",30.3892456,-89.4782116
25100,"Guymon, OK Micro Area",40,139,"Texas County, Oklahoma",36.7390314,-101.4953594
25180,"Hagerstown-Martinsburg, MD-WV Metro Area",24,43,"Washington County, Maryland",39.5893502,-77.710254
25200,"Hailey, ID Micro Area",16,13,"Blaine County, Idaho",43.3336455,-113.8808311
25220,"Hammond, LA Metro Area",22,105,"Tangipahoa Parish, Louisiana",30.6323024,-90.4315754
25260,"Hanford-Corcoran, CA Metro Area",6,31,"Kings County, California",36.0784807,-119.7956342
25300,"Hannibal, MO Micro Area",29,127,"Marion County, Missouri",39.8080573,-91.6318781
25420,"Harrisburg-Carlisle, PA Metro Area",42,41,"Cumberland County, Pennsylvania",40.1541581,-77.2803933
25460,"Harrison, AR Micro Area",5,9,"Boone County, Arkansas",36.2829183,-93.0784759
25500,"Harrisonburg, VA Metro Area",51,165,"Rockingham County, Virginia",38.5080288,-78.8949442
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",9,110,"Capitol Planning Region, Connecticut",41.79083215,-72.54229312563935
25580,"Hastings, NE Micro Area",31,1,"Adams County, Nebraska",40.5125798,-98.5148588
25620,"Hattiesburg, MS Metro Area",28,35,"Forrest County, Mississippi",31.1540772,-89.2398601
25700,"Hays, KS Micro Area",20,51,"Ellis County, Kansas",38.915304000000006,-99.31725312947998
25720,"Heber, UT Micro Area",49,43,"Summit County, Utah",40.8320852,-111.1233396
25740,"Helena, MT Metro Area",30,7,"Broadwater County, Montana",46.3252827,-111.4969303
25770,"Hemlock Farms, PA Micro Area",42,103,"Pike County, Pennsylvania",41.340546,-75.008326
25775,"Henderson, KY Micro Area",21,101,"Henderson County, Kentucky",37.76721,-87.5573742
25780,"Henderson, NC Micro Area",37,181,"Vance County, North Carolina",36.3747423,-78.4140945
25820,"Hereford, TX Micro Area",48,117,"Deaf Smith County, Texas",34.9323974,-102.5983118
25840,"Hermiston-Pendleton, OR Micro Area",41,49,"Morrow County, Oregon",45.360901,-119.6052459
25850,"Hermitage, PA Micro Area",42,85,"Mercer County, Pennsylvania",41.3334542,-80.3014412
25860,"Hickory-Lenoir-Morganton, NC Metro Area",37,3,"Alexander County, North Carolina",35.924738,-81.1716315
25880,"Hillsdale, MI Micro Area",26,59,"Hillsdale County, Michigan",41.8779105,-84.5984396
25900,"Hilo-Kailua, HI Micro Area",15,1,"Hawaii County, Hawaii",19.6273325,-155.564561
25940,"Hilton Head Island-Bluffton-Port Royal, SC Metro Area",45,13,"Beaufort County, South Carolina",32.3850708,-80.6923169
25980,"Hinesville, GA Metro Area",13,179,"Liberty County, Georgia",31.8031632,-81.483441
26020,"Hobbs, NM Micro Area",35,25,"Lea County, New Mexico",32.7448727,-103.3828242
26090,"Holland, MI Micro Area",26,5,"Allegan County, Michigan",42.5867203,-85.8861492
26140,"Homosassa Springs, FL Metro Area",12,17,"Citrus County, Florida",28.8512851,-82.5141209
26220,"Hood River, OR Micro Area",41,27,"Hood River County, Oregon",45.5311636,-121.6475587
26300,"Hot Springs, AR Metro Area",5,51,"Garland County, Arkansas",34.5488944,-93.1838539
26340,"Houghton, MI Micro Area",26,61,"Houghton County, Michigan",46.8591287,-88.7774734
26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",22,57,"Lafourche Parish, Louisiana",29.5820155,-90.3964889
26420,"Houston-Pasadena-The Woodlands, TX Metro Area",48,15,"Austin County, Texas",29.8916488,-96.2443467
26460,"Hudson, NY Micro Area",36,21,"Columbia County, New York",42.2415027,-73.6723456
26500,"Huntingdon, PA Micro Area",42,61,"Huntingdon County, Pennsylvania",40.3446332,-78.0281185
26540,"Huntington, IN Micro Area",18,69,"Huntington County, Indiana",40.8008286,-85.5018494
26580,"Huntington-Ashland, WV-KY-OH Metro Area",21,19,"Boyd County, Kentucky",38.3608934,-82.6945926
26620,"Huntsville, AL Metro Area",1,83,"Limestone County, Alabama",34.8342463,-86.9901321
26660,"Huntsville, TX Micro Area",48,471,"Walker County, Texas",30.6795741,-95.5522823
26700,"Huron, SD Micro Area",46,5,"Beadle County, South Dakota",44.4157764,-98.2751583
26740,"Hutchinson, KS Micro Area",20,155,"Reno County, Kansas",37.930344,-98.1055753
26780,"Hutchinson, MN Micro Area",27,85,"McLeod County, Minnesota",44.8169135,-94.2495251
26820,"Idaho Falls, ID Metro Area",16,19,"Bonneville County, Idaho",43.3993844,-111.4752257
26860,"Indiana, PA Micro Area",42,63,"Indiana County, Pennsylvania",40.6424116,-79.1262839
26900,"Indianapolis-Carmel-Greenwood, IN Metro Area",18,11,"Boone County, Indiana",40.0459913,-86.4650842
26980,"Iowa City, IA Metro Area",19,103,"Johnson County, Iowa",41.6683126,-91.57952674093114
27020,"Iron Mountain, MI-WI Micro Area",26,43,"Dickinson County, Michigan",45.9874631,-87.8864905
27060,"Ithaca, NY Metro Area",36,109,"Tompkins County, New York",42.445339000000004,-76.47279396502887
27100,"Jackson, MI Metro Area",26,75,"Jackson County, Michigan",42.2416466,-84.425589
27140,"Jackson, MS Metro Area",28,29,"Copiah County, Mississippi",31.8563532,-90.4798717
27180,"Jackson, TN Metro Area",47,23,"Chester County, Tennessee",35.4265564,-88.6009817
27220,"Jackson, WY-ID Micro Area",16,81,"Teton County, Idaho",43.7647107,-111.2081469
27260,"Jacksonville, FL Metro Area",12,3,"Baker County, Florida",30.3143459,-82.2847163
27300,"Jacksonville, IL Micro Area",17,137,"Morgan County, Illinois",39.7062265,-90.190335
27340,"Jacksonville, NC Metro Area",37,133,"Onslow County, North Carolina",34.69271605,-77.38654742430643
27380,"Jacksonville, TX Micro Area",48,73,"Cherokee County, Texas",31.8390826,-95.1791849
27420,"Jamestown, ND Micro Area",38,93,"Stutsman County, North Dakota",46.9596318,-98.9742609
27460,"Jamestown-Dunkirk, NY Micro Area",36,13,"Chautauqua County, New York",42.2894671,-79.421728
27500,"Janesville-Beloit, WI Metro Area",55,105,"Rock County, Wisconsin",42.6654418,-89.081772
27540,"Jasper, IN Micro Area",18,37,"Dubois County, Indiana",38.3644324,-86.8870278
27600,"Jefferson, GA Micro Area",13,157,"Jackson County, Georgia",34.1282559,-83.5753386
27620,"Jefferson City, MO Metro Area",29,27,"Callaway County, Missouri",38.8491265,-91.9257607
27700,"Jesup, GA Micro Area",13,305,"Wayne County, Georgia",31.5675304,-81.9131554
27740,"Johnson City, TN Metro Area",47,19,"Carter County, Tennessee",36.2840805,-82.1194772
27780,"Johnstown, PA Metro Area",42,21,"Cambria County, Pennsylvania",40.4843583,-78.718852
27860,"Jonesboro, AR Metro Area",5,31,"Craighead County, Arkansas",35.8348413,-90.6441144
27900,"Joplin, MO-KS Metro Area",20,21,"Cherokee County, Kansas",37.1718068,-94.8482069
27940,"Juneau, AK Micro Area",2,110,"Juneau City and Borough, Alaska",58.3019496,-134.419734
27980,"Kahului-Wailuku, HI Metro Area",15,5,"Kalawao County, Hawaii",21.1965413,-156.9666208
28020,"Kalamazoo-Portage, MI Metro Area",26,77,"Kalamazoo County, Michigan",42.2494968,-85.5372797
28060,"Kalispell, MT Micro Area",30,29,"Flathead County, Montana",48.3840879,-113.972144
28100,"Kankakee, IL Metro Area",17,91,"Kankakee County, Illinois",41.1253903,-87.848682
28140,"Kansas City, MO-KS Metro Area",20,91,"Johnson County, Kansas",38.8837933,-94.8389141
28180,"Kapaa, HI Micro Area",15,7,"Kauai County, Hawaii",22.0557204,-159.4945109
28260,"Kearney, NE Micro Area",31,19,"Buffalo County, Nebraska",40.8421618,-99.0845451
28300,"Keene, NH Micro Area",33,5,"Cheshire County, New Hampshire",42.9525022,-72.2834412
28340,"Kendallville, IN Micro Area",18,113,"Noble County, Indiana",41.3990708,-85.4193348
28380,"Kennett, MO Micro Area",29,69,"Dunklin County, Missouri",36.2156534,-90.0591292
28420,"Kennewick-Richland, WA Metro Area",53,5,"Benton County, Washington",46.1691702,-119.5286424
28450,"Kenosha, WI Metro Area",55,59,"Kenosha County, Wisconsin",42.5729233,-88.0679837
28500,"Kerrville, TX Micro Area",48,265,"Kerr County, Texas",30.045717,-99.3884839
28540,"Ketchikan, AK Micro Area",2,130,"Ketchikan Gateway Borough, Alaska",55.489748,-131.011963
28580,"Key West-Key Largo, FL Micro Area",12,87,"Monroe County, Florida",25.0405135,-80.8337157
28620,"Kill Devil Hills, NC Micro Area",37,55,"Dare County, North Carolina",35.6333866,-75.6869011
28660,"Killeen-Temple, TX Metro Area",48,27,"Bell County, Texas",31.0081659,-97.4314413
28680,"Kingsland, GA Micro Area",13,39,"Camden County, Georgia",30.9298212,-81.6225075
28700,"Kingsport-Bristol, TN-VA Metro Area",47,73,"Hawkins County, Tennessee",36.429878,-82.9568899
28740,"Kingston, NY Metro Area",36,111,"Ulster County, New York",41.8689317,-74.2618518
28780,"Kingsville, TX Micro Area",48,273,"Kleberg County, Texas",27.3983129,-97.7485096
28820,"Kinston, NC Micro Area",37,107,"Lenoir County, North Carolina",35.2590371,-77.6484879
28860,"Kirksville, MO Micro Area",29,1,"Adair County, Missouri",40.1769782,-92.6161167
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area",36,27,"Dutchess County, New York",41.7194303,-73.7516205
28900,"Klamath Falls, OR Micro Area",41,35,"Klamath County, Oregon",42.6052565,-121.739544
28940,"Knoxville, TN Metro Area",47,1,"Anderson County, Tennessee",36.1063226,-84.1849939
29020,"Kokomo, IN Metro Area",18,67,"Howard County, Indiana",40.4787061,-86.1350343
29060,"Laconia, NH Micro Area",33,1,"Belknap County, New Hampshire",43.5218848,-71.4530581
29100,"La Crosse-Onalaska, WI-MN Metro Area",27,55,"Houston County, Minnesota",43.6624222,-91.4685617
29180,"Lafayette, LA Metro Area",22,1,"Acadia Parish, Louisiana",30.2740735,-92.3957036
29200,"Lafayette-West Lafayette, IN Metro Area",18,7,"Benton County, Indiana",40.6034281,-87.3235164
29260,"La Grande, OR Micro Area",41,61,"Union County, Oregon",45.2680014,-118.0257466
29300,"LaGrange, GA-AL Micro Area",1,17,"Chambers County, Alabama",32.8901658,-85.3866953
29340,"Lake Charles, LA Metro Area",22,19,"Calcasieu Parish, Louisiana",30.2232015,-93.3434067
29380,"Lake City, FL Micro Area",12,23,"Columbia County, Florida",30.2097438,-82.62636328830749
29420,"Lake Havasu City-Kingman, AZ Metro Area",4,15,"Mohave County, Arizona",35.7218038,-113.827117
29460,"Lakeland-Winter Haven, FL Metro Area",12,105,"Polk County, Florida",27.9448537,-81.7268789
29470,"Lake of the Woods, VA Micro Area",51,137,"Orange County, Virginia",38.2490349,-78.013983
29540,"Lancaster, PA Metro Area",42,71,"Lancaster County, Pennsylvania",40.08067,-76.2411283
29620,"Lansing-East Lansing, MI Metro Area",26,37,"Clinton County, Michigan",42.9435238,-84.6125345
29660,"Laramie, WY Micro Area",56,1,"Albany County, Wyoming",41.6684047,-105.6812633
29700,"Laredo, TX Metro Area",48,479,"Webb County, Texas",27.6983621,-99.2523577
29740,"Las Cruces, NM Metro Area",35,13,"Dona Ana County, New Mexico",32.32817,-106.849423
29780,"Las Vegas, NM Micro Area",35,33,"Mora County, New Mexico",35.972232,-104.9132218
29820,"Las Vegas-Henderson-North Las Vegas, NV Metro Area",32,3,"Clark County, Nevada",36.3467726,-115.090737
29860,"Laurel, MS Micro Area",28,61,"Jasper County, Mississippi",32.0216075,-89.1132111
29900,"Laurinburg, NC Micro Area",37,165,"Scotland County, North Carolina",34.8628902,-79.4903372
29940,"Lawrence, KS Metro Area",20,45,"Douglas County, Kansas",38.8838392,-95.2874559
29980,"Lawrenceburg, TN Micro Area",47,99,"Lawrence County, Tennessee",35.2256914,-87.4016388
30020,"Lawton, OK Metro Area",40,31,"Comanche County, Oklahoma",34.6557505,-98.4485103
30060,"Lebanon, MO Micro Area",29,105,"Laclede County, Missouri",37.6475206,-92.6324187
30140,"Lebanon, PA Metro Area",42,75,"Lebanon County, Pennsylvania",40.375713,-76.4626118
30150,"Lebanon-Claremont, NH-VT Micro Area",33,9,"Grafton County, New Hampshire",43.9702453,-71.8742626
30180,"Le Mars, IA Micro Area",19,149,"Plymouth County, Iowa",42.7369124,-96.2213607
30260,"Lewisburg, PA Micro Area",42,119,"Union County, Pennsylvania",40.9745493,-77.0785945
30280,"Lewisburg, TN Micro Area",47,117,"Marshall County, Tennessee",35.4814932,-86.7711675
30300,"Lewiston, ID-WA Metro Area",16,69,"Nez Perce County, Idaho",46.3959861,-116.8072307
30340,"Lewiston-Auburn, ME Metro Area",23,1,"Androscoggin County, Maine",44.1402839,-70.196395
30380,"Lewistown, PA Micro Area",42,87,"Mifflin County, Pennsylvania",40.6099183,-77.6215085
30420,"Lexington, NE Micro Area",31,47,"Dawson County, Nebraska",40.8776438,-99.8505693
30460,"Lexington-Fayette, KY Metro Area",21,17,"Bourbon County, Kentucky",38.1944867,-84.2046611
30500,"Lexington Park, MD Metro Area",24,9,"Calvert County, Maryland",38.5288529,-76.537764
30580,"Liberal, KS Micro Area",20,175,"Seward County, Kansas",37.1850331,-100.8928434
30620,"Lima, OH Metro Area",39,3,"Allen County, Ohio",40.8077797,-84.0572225
30660,"Lincoln, IL Micro Area",17,107,"Logan County, Illinois",40.1075089,-89.3768539
30700,"Lincoln, NE Metro Area",31,109,"Lancaster County, Nebraska",40.9515685,-96.6909842
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",5,45,"Faulkner County, Arkansas",35.1470851,-92.3219053
30820,"Lock Haven, PA Micro Area",42,35,"Clinton County, Pennsylvania",41.2711458,-77.6984481
30860,"Logan, UT-ID Metro Area",16,41,"Franklin County, Idaho",42.1093652,-111.8203389
30900,"Logansport, IN Micro Area",18,17,"Cass County, Indiana",40.7808235,-86.3449159
30980,"Longview, TX Metro Area",48,183,"Gregg County, Texas",32.4492408,-94.8532848
31020,"Longview-Kelso, WA Metro Area",53,15,"Cowlitz County, Washington",46.1998625,-122.6931507
31060,"Los Alamos, NM Micro Area",35,28,"Los Alamos County, New Mexico",35.8585475,-106.317166
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",6,37,"Los Angeles County, California",34.3155072,-118.209681
31140,"Louisville/Jefferson County, KY-IN Metro Area",18,19,"Clark County, Indiana",38.4941217,-85.7169081
31180,"Lubbock, TX Metro Area",48,79,"Cochran County, Texas",33.5905096,-102.805677
31220,"Ludington, MI Micro Area",26,105,"Mason County, Michigan",43.9778831,-86.246291
31260,"Lufkin, TX Micro Area",48,5,"Angelina County, Texas",31.2544545,-94.6181177
31300,"Lumberton, NC Micro Area",37,155,"Robeson County, North Carolina",34.6485079,-79.0954942
31340,"Lynchburg, VA Metro Area",51,9,"Amherst County, Virginia",37.5997548,-79.1483701
31380,"Macomb, IL Micro Area",17,109,"McDonough County, Illinois",40.4376858,-90.6780272
31420,"Macon-Bibb County, GA Metro Area",13,21,"Bibb County, Georgia",32.8095879,-83.694562
31500,"Madison, IN Micro Area",18,77,"Jefferson County, Indiana",38.8166724,-85.4299489
31540,"Madison, WI Metro Area",55,21,"Columbia County, Wisconsin",43.4641929,-89.3478429
31580,"Madisonville, KY Micro Area",21,107,"Hopkins County, Kentucky",37.3006817,-87.5612458
31620,"Magnolia, AR Micro Area",5,27,"Columbia County, Arkansas",33.1938586,-93.2344337
31680,"Malvern, AR Micro Area",5,59,"Hot Spring County, Arkansas",34.2956351,-92.9005742
31700,"Manchester-Nashua, NH Metro Area",33,11,"Hillsborough County, New Hampshire",42.9373379,-71.751376
